2024-03-11 16:07:25 - target 1: x: 0, y: 0
2024-03-11 16:08:53 - drone x: 10, y: 10

2024-03-11 16:08:53 - Height x: 38, width y: 100

2024-03-11 16:08:53 - world loop 248

2024-03-11 16:08:54 - target 1: x: 0, y: 0

2024-03-11 16:08:54 - target 2: x: 0, y: 0

2024-03-11 16:08:54 - target 3: x: 0, y: 0

2024-03-11 16:08:54 - target 4: x: 0, y: 0

2024-03-11 16:08:54 - target 5: x: 0, y: 0

2024-03-11 16:08:54 - target 6: x: 0, y: 0

2024-03-11 16:08:54 - target 7: x: 0, y: 0

2024-03-11 16:08:54 - target 8: x: 0, y: 0

2024-03-11 16:08:54 - target 9: x: 0, y: 0

2024-03-11 16:08:54 - drone x: 10, y: 10

2024-03-11 16:08:54 - Height x: 38, width y: 100

2024-03-11 16:08:54 - world loop 248

2024-03-11 16:08:56 - target 1: x: 0, y: 0

2024-03-11 16:08:56 - target 2: x: 0, y: 0

2024-03-11 16:08:56 - target 3: x: 0, y: 0

2024-03-11 16:08:56 - target 4: x: 0, y: 0

2024-03-11 16:08:56 - target 5: x: 0, y: 0

2024-03-11 16:08:56 - target 6: x: 0, y: 0

2024-03-11 16:08:56 - target 7: x: 0, y: 0

2024-03-11 16:08:56 - target 8: x: 0, y: 0

2024-03-11 16:08:56 - target 9: x: 0, y: 0

2024-03-11 16:08:56 - drone x: 10, y: 10

2024-03-11 16:08:56 - Height x: 38, width y: 100

2024-03-11 16:08:56 - world loop 248

2024-03-11 16:08:57 - target 1: x: 0, y: 0

2024-03-11 16:08:57 - target 2: x: 0, y: 0

2024-03-11 16:08:57 - target 3: x: 0, y: 0

2024-03-11 16:08:57 - target 4: x: 0, y: 0

2024-03-11 16:08:57 - target 5: x: 0, y: 0

2024-03-11 16:08:57 - target 6: x: 0, y: 0

2024-03-11 16:08:57 - target 7: x: 0, y: 0

2024-03-11 16:08:57 - target 8: x: 0, y: 0

2024-03-11 16:08:57 - target 9: x: 0, y: 0

2024-03-11 16:08:57 - drone x: 10, y: 10

2024-03-11 16:08:57 - Height x: 38, width y: 100

2024-03-11 16:08:57 - world loop 248

2024-03-11 16:08:58 - target 1: x: 0, y: 0

2024-03-11 16:08:58 - target 2: x: 0, y: 0

2024-03-11 16:08:58 - target 3: x: 0, y: 0

2024-03-11 16:08:58 - target 4: x: 0, y: 0

2024-03-11 16:08:58 - target 5: x: 0, y: 0

2024-03-11 16:08:58 - target 6: x: 0, y: 0

2024-03-11 16:08:58 - target 7: x: 0, y: 0

2024-03-11 16:08:58 - target 8: x: 0, y: 0

2024-03-11 16:08:58 - target 9: x: 0, y: 0

2024-03-11 16:08:58 - drone x: 10, y: 10

2024-03-11 16:08:58 - Height x: 38, width y: 100

2024-03-11 16:08:58 - world loop 248

2024-03-11 16:08:59 - target 1: x: 0, y: 0

2024-03-11 16:08:59 - target 2: x: 0, y: 0

2024-03-11 16:08:59 - target 3: x: 0, y: 0

2024-03-11 16:08:59 - target 4: x: 0, y: 0

2024-03-11 16:08:59 - target 5: x: 0, y: 0

2024-03-11 16:08:59 - target 6: x: 0, y: 0

2024-03-11 16:08:59 - target 7: x: 0, y: 0

2024-03-11 16:08:59 - target 8: x: 0, y: 0

2024-03-11 16:08:59 - target 9: x: 0, y: 0

2024-03-11 16:08:59 - drone x: 10, y: 10

2024-03-11 16:08:59 - Height x: 38, width y: 100

2024-03-11 16:08:59 - world loop 248

2024-03-11 16:09:00 - target 1: x: 0, y: 0

2024-03-11 16:09:00 - target 2: x: 0, y: 0

2024-03-11 16:09:00 - target 3: x: 0, y: 0

2024-03-11 16:09:00 - target 4: x: 0, y: 0

2024-03-11 16:09:00 - target 5: x: 0, y: 0

2024-03-11 16:09:00 - target 6: x: 0, y: 0

2024-03-11 16:09:00 - target 7: x: 0, y: 0

2024-03-11 16:09:00 - target 8: x: 0, y: 0

2024-03-11 16:09:00 - target 9: x: 0, y: 0

2024-03-11 16:09:00 - drone x: 10, y: 10

2024-03-11 16:09:00 - Height x: 38, width y: 100

2024-03-11 16:09:00 - world loop 248

2024-03-11 16:09:01 - target 1: x: 0, y: 0

2024-03-11 16:09:01 - target 2: x: 0, y: 0

2024-03-11 16:09:01 - target 3: x: 0, y: 0

2024-03-11 16:09:01 - target 4: x: 0, y: 0

2024-03-11 16:09:01 - target 5: x: 0, y: 0

2024-03-11 16:09:01 - target 6: x: 0, y: 0

2024-03-11 16:09:01 - target 7: x: 0, y: 0

2024-03-11 16:09:01 - target 8: x: 0, y: 0

2024-03-11 16:09:01 - target 9: x: 0, y: 0

2024-03-11 16:09:01 - drone x: 10, y: 10

2024-03-11 16:09:01 - Height x: 38, width y: 100

2024-03-11 16:09:01 - world loop 248

2024-03-11 16:09:01 - target 1: x: 0, y: 0

2024-03-11 16:09:01 - target 2: x: 0, y: 0

2024-03-11 16:09:01 - target 3: x: 0, y: 0

2024-03-11 16:09:01 - target 4: x: 0, y: 0

2024-03-11 16:09:01 - target 5: x: 0, y: 0

2024-03-11 16:09:01 - target 6: x: 0, y: 0

2024-03-11 16:09:01 - target 7: x: 0, y: 0

2024-03-11 16:09:01 - target 8: x: 0, y: 0

2024-03-11 16:09:01 - target 9: x: 0, y: 0

2024-03-11 16:09:01 - drone x: 10, y: 10

2024-03-11 16:09:01 - Height x: 38, width y: 101

2024-03-11 16:09:01 - world loop 248

2024-03-11 16:09:01 - target 1: x: 0, y: 0

2024-03-11 16:09:01 - target 2: x: 0, y: 0

2024-03-11 16:09:01 - target 3: x: 0, y: 0

2024-03-11 16:09:01 - target 4: x: 0, y: 0

2024-03-11 16:09:01 - target 5: x: 0, y: 0

2024-03-11 16:09:01 - target 6: x: 0, y: 0

2024-03-11 16:09:01 - target 7: x: 0, y: 0

2024-03-11 16:09:01 - target 8: x: 0, y: 0

2024-03-11 16:09:01 - target 9: x: 0, y: 0

2024-03-11 16:09:01 - drone x: 10, y: 10

2024-03-11 16:09:01 - Height x: 38, width y: 102

2024-03-11 16:09:01 - world loop 248

2024-03-11 16:09:01 - target 1: x: 0, y: 0

2024-03-11 16:09:01 - target 2: x: 0, y: 0

2024-03-11 16:09:01 - target 3: x: 0, y: 0

2024-03-11 16:09:01 - target 4: x: 0, y: 0

2024-03-11 16:09:01 - target 5: x: 0, y: 0

2024-03-11 16:09:01 - target 6: x: 0, y: 0

2024-03-11 16:09:01 - target 7: x: 0, y: 0

2024-03-11 16:09:01 - target 8: x: 0, y: 0

2024-03-11 16:09:01 - target 9: x: 0, y: 0

2024-03-11 16:09:01 - drone x: 10, y: 10

2024-03-11 16:09:01 - Height x: 38, width y: 105

2024-03-11 16:09:01 - world loop 248

2024-03-11 16:09:01 - target 1: x: 0, y: 0

2024-03-11 16:09:01 - target 2: x: 0, y: 0

2024-03-11 16:09:01 - target 3: x: 0, y: 0

2024-03-11 16:09:01 - target 4: x: 0, y: 0

2024-03-11 16:09:01 - target 5: x: 0, y: 0

2024-03-11 16:09:01 - target 6: x: 0, y: 0

2024-03-11 16:09:01 - target 7: x: 0, y: 0

2024-03-11 16:09:01 - target 8: x: 0, y: 0

2024-03-11 16:09:01 - target 9: x: 0, y: 0

2024-03-11 16:09:01 - drone x: 10, y: 10

2024-03-11 16:09:01 - Height x: 38, width y: 108

2024-03-11 16:09:01 - world loop 248

2024-03-11 16:09:01 - target 1: x: 0, y: 0

2024-03-11 16:09:01 - target 2: x: 0, y: 0

2024-03-11 16:09:01 - target 3: x: 0, y: 0

2024-03-11 16:09:01 - target 4: x: 0, y: 0

2024-03-11 16:09:01 - target 5: x: 0, y: 0

2024-03-11 16:09:01 - target 6: x: 0, y: 0

2024-03-11 16:09:01 - target 7: x: 0, y: 0

2024-03-11 16:09:01 - target 8: x: 0, y: 0

2024-03-11 16:09:01 - target 9: x: 0, y: 0

2024-03-11 16:09:01 - drone x: 10, y: 10

2024-03-11 16:09:01 - Height x: 38, width y: 110

2024-03-11 16:09:01 - world loop 248

2024-03-11 16:09:01 - target 1: x: 0, y: 0

2024-03-11 16:09:01 - target 2: x: 0, y: 0

2024-03-11 16:09:01 - target 3: x: 0, y: 0

2024-03-11 16:09:01 - target 4: x: 0, y: 0

2024-03-11 16:09:01 - target 5: x: 0, y: 0

2024-03-11 16:09:01 - target 6: x: 0, y: 0

2024-03-11 16:09:01 - target 7: x: 0, y: 0

2024-03-11 16:09:01 - target 8: x: 0, y: 0

2024-03-11 16:09:01 - target 9: x: 0, y: 0

2024-03-11 16:09:01 - drone x: 10, y: 10

2024-03-11 16:09:01 - Height x: 38, width y: 112

2024-03-11 16:09:01 - world loop 248

2024-03-11 16:09:01 - target 1: x: 0, y: 0

2024-03-11 16:09:01 - target 2: x: 0, y: 0

2024-03-11 16:09:01 - target 3: x: 0, y: 0

2024-03-11 16:09:01 - target 4: x: 0, y: 0

2024-03-11 16:09:01 - target 5: x: 0, y: 0

2024-03-11 16:09:01 - target 6: x: 0, y: 0

2024-03-11 16:09:01 - target 7: x: 0, y: 0

2024-03-11 16:09:01 - target 8: x: 0, y: 0

2024-03-11 16:09:01 - target 9: x: 0, y: 0

2024-03-11 16:09:01 - drone x: 10, y: 10

2024-03-11 16:09:01 - Height x: 38, width y: 114

2024-03-11 16:09:01 - world loop 248

2024-03-11 16:09:01 - target 1: x: 0, y: 0

2024-03-11 16:09:01 - target 2: x: 0, y: 0

2024-03-11 16:09:01 - target 3: x: 0, y: 0

2024-03-11 16:09:01 - target 4: x: 0, y: 0

2024-03-11 16:09:01 - target 5: x: 0, y: 0

2024-03-11 16:09:01 - target 6: x: 0, y: 0

2024-03-11 16:09:01 - target 7: x: 0, y: 0

2024-03-11 16:09:01 - target 8: x: 0, y: 0

2024-03-11 16:09:01 - target 9: x: 0, y: 0

2024-03-11 16:09:01 - drone x: 10, y: 10

2024-03-11 16:09:01 - Height x: 38, width y: 116

2024-03-11 16:09:01 - world loop 248

2024-03-11 16:09:02 - target 1: x: 0, y: 0

2024-03-11 16:09:02 - target 2: x: 0, y: 0

2024-03-11 16:09:02 - target 3: x: 0, y: 0

2024-03-11 16:09:02 - target 4: x: 0, y: 0

2024-03-11 16:09:02 - target 5: x: 0, y: 0

2024-03-11 16:09:02 - target 6: x: 0, y: 0

2024-03-11 16:09:02 - target 7: x: 0, y: 0

2024-03-11 16:09:02 - target 8: x: 0, y: 0

2024-03-11 16:09:02 - target 9: x: 0, y: 0

2024-03-11 16:09:02 - drone x: 10, y: 10

2024-03-11 16:09:02 - Height x: 38, width y: 119

2024-03-11 16:09:02 - world loop 248

2024-03-11 16:09:02 - target 1: x: 0, y: 0

2024-03-11 16:09:02 - target 2: x: 0, y: 0

2024-03-11 16:09:02 - target 3: x: 0, y: 0

2024-03-11 16:09:02 - target 4: x: 0, y: 0

2024-03-11 16:09:02 - target 5: x: 0, y: 0

2024-03-11 16:09:02 - target 6: x: 0, y: 0

2024-03-11 16:09:02 - target 7: x: 0, y: 0

2024-03-11 16:09:02 - target 8: x: 0, y: 0

2024-03-11 16:09:02 - target 9: x: 0, y: 0

2024-03-11 16:09:02 - drone x: 10, y: 10

2024-03-11 16:09:02 - Height x: 38, width y: 122

2024-03-11 16:09:02 - world loop 248

2024-03-11 16:09:03 - target 1: x: 0, y: 0

2024-03-11 16:09:03 - target 2: x: 0, y: 0

2024-03-11 16:09:03 - target 3: x: 0, y: 0

2024-03-11 16:09:03 - target 4: x: 0, y: 0

2024-03-11 16:09:03 - target 5: x: 0, y: 0

2024-03-11 16:09:03 - target 6: x: 0, y: 0

2024-03-11 16:09:03 - target 7: x: 0, y: 0

2024-03-11 16:09:03 - target 8: x: 0, y: 0

2024-03-11 16:09:03 - target 9: x: 0, y: 0

2024-03-11 16:09:03 - drone x: 10, y: 10

2024-03-11 16:09:03 - Height x: 38, width y: 124

2024-03-11 16:09:03 - world loop 248

2024-03-11 16:09:06 - target 1: x: 0, y: 0

2024-03-11 16:09:06 - target 2: x: 0, y: 0

2024-03-11 16:09:06 - target 3: x: 0, y: 0

2024-03-11 16:09:06 - target 4: x: 0, y: 0

2024-03-11 16:09:06 - target 5: x: 0, y: 0

2024-03-11 16:09:06 - target 6: x: 0, y: 0

2024-03-11 16:09:06 - target 7: x: 0, y: 0

2024-03-11 16:09:06 - target 8: x: 0, y: 0

2024-03-11 16:09:06 - target 9: x: 0, y: 0

2024-03-11 16:09:06 - drone x: 10, y: 10

2024-03-11 16:09:06 - Height x: 38, width y: 126

2024-03-11 16:09:06 - world loop 248

2024-03-11 16:09:07 - target 1: x: 0, y: 0

2024-03-11 16:09:07 - target 2: x: 0, y: 0

2024-03-11 16:09:07 - target 3: x: 0, y: 0

2024-03-11 16:09:07 - target 4: x: 0, y: 0

2024-03-11 16:09:07 - target 5: x: 0, y: 0

2024-03-11 16:09:07 - target 6: x: 0, y: 0

2024-03-11 16:09:07 - target 7: x: 0, y: 0

2024-03-11 16:09:07 - target 8: x: 0, y: 0

2024-03-11 16:09:07 - target 9: x: 0, y: 0

2024-03-11 16:09:07 - drone x: 10, y: 10

2024-03-11 16:09:07 - Height x: 38, width y: 126

2024-03-11 16:09:07 - world loop 248

2024-03-11 16:09:07 - target 1: x: 0, y: 0

2024-03-11 16:09:07 - target 2: x: 0, y: 0

2024-03-11 16:09:07 - target 3: x: 0, y: 0

2024-03-11 16:09:07 - target 4: x: 0, y: 0

2024-03-11 16:09:07 - target 5: x: 0, y: 0

2024-03-11 16:09:07 - target 6: x: 0, y: 0

2024-03-11 16:09:07 - target 7: x: 0, y: 0

2024-03-11 16:09:07 - target 8: x: 0, y: 0

2024-03-11 16:09:07 - target 9: x: 0, y: 0

2024-03-11 16:09:07 - drone x: 10, y: 10

2024-03-11 16:09:07 - Height x: 38, width y: 126

2024-03-11 16:09:07 - world loop 248

2024-03-11 16:09:07 - target 1: x: 0, y: 0

2024-03-11 16:09:07 - target 2: x: 0, y: 0

2024-03-11 16:09:07 - target 3: x: 0, y: 0

2024-03-11 16:09:07 - target 4: x: 0, y: 0

2024-03-11 16:09:07 - target 5: x: 0, y: 0

2024-03-11 16:09:07 - target 6: x: 0, y: 0

2024-03-11 16:09:07 - target 7: x: 0, y: 0

2024-03-11 16:09:07 - target 8: x: 0, y: 0

2024-03-11 16:09:07 - target 9: x: 0, y: 0

2024-03-11 16:09:07 - drone x: 10, y: 10

2024-03-11 16:09:07 - Height x: 38, width y: 127

2024-03-11 16:09:07 - world loop 248

2024-03-11 16:09:07 - target 1: x: 0, y: 0

2024-03-11 16:09:07 - target 2: x: 0, y: 0

2024-03-11 16:09:07 - target 3: x: 0, y: 0

2024-03-11 16:09:07 - target 4: x: 0, y: 0

2024-03-11 16:09:07 - target 5: x: 0, y: 0

2024-03-11 16:09:07 - target 6: x: 0, y: 0

2024-03-11 16:09:07 - target 7: x: 0, y: 0

2024-03-11 16:09:07 - target 8: x: 0, y: 0

2024-03-11 16:09:07 - target 9: x: 0, y: 0

2024-03-11 16:09:07 - drone x: 10, y: 10

2024-03-11 16:09:07 - Height x: 38, width y: 128

2024-03-11 16:09:07 - world loop 248

2024-03-11 16:09:07 - target 1: x: 0, y: 0

2024-03-11 16:09:07 - target 2: x: 0, y: 0

2024-03-11 16:09:07 - target 3: x: 0, y: 0

2024-03-11 16:09:07 - target 4: x: 0, y: 0

2024-03-11 16:09:07 - target 5: x: 0, y: 0

2024-03-11 16:09:07 - target 6: x: 0, y: 0

2024-03-11 16:09:07 - target 7: x: 0, y: 0

2024-03-11 16:09:07 - target 8: x: 0, y: 0

2024-03-11 16:09:07 - target 9: x: 0, y: 0

2024-03-11 16:09:07 - drone x: 10, y: 10

2024-03-11 16:09:07 - Height x: 38, width y: 130

2024-03-11 16:09:07 - world loop 248

2024-03-11 16:09:08 - target 1: x: 0, y: 0

2024-03-11 16:09:08 - target 2: x: 0, y: 0

2024-03-11 16:09:08 - target 3: x: 0, y: 0

2024-03-11 16:09:08 - target 4: x: 0, y: 0

2024-03-11 16:09:08 - target 5: x: 0, y: 0

2024-03-11 16:09:08 - target 6: x: 0, y: 0

2024-03-11 16:09:08 - target 7: x: 0, y: 0

2024-03-11 16:09:08 - target 8: x: 0, y: 0

2024-03-11 16:09:08 - target 9: x: 0, y: 0

2024-03-11 16:09:08 - drone x: 10, y: 10

2024-03-11 16:09:08 - Height x: 38, width y: 132

2024-03-11 16:09:08 - world loop 248

2024-03-11 16:09:08 - target 1: x: 0, y: 0

2024-03-11 16:09:08 - target 2: x: 0, y: 0

2024-03-11 16:09:08 - target 3: x: 0, y: 0

2024-03-11 16:09:08 - target 4: x: 0, y: 0

2024-03-11 16:09:08 - target 5: x: 0, y: 0

2024-03-11 16:09:08 - target 6: x: 0, y: 0

2024-03-11 16:09:08 - target 7: x: 0, y: 0

2024-03-11 16:09:08 - target 8: x: 0, y: 0

2024-03-11 16:09:08 - target 9: x: 0, y: 0

2024-03-11 16:09:08 - drone x: 10, y: 10

2024-03-11 16:09:08 - Height x: 38, width y: 134

2024-03-11 16:09:08 - world loop 248

2024-03-11 16:09:08 - target 1: x: 0, y: 0

2024-03-11 16:09:08 - target 2: x: 0, y: 0

2024-03-11 16:09:08 - target 3: x: 0, y: 0

2024-03-11 16:09:08 - target 4: x: 0, y: 0

2024-03-11 16:09:08 - target 5: x: 0, y: 0

2024-03-11 16:09:08 - target 6: x: 0, y: 0

2024-03-11 16:09:08 - target 7: x: 0, y: 0

2024-03-11 16:09:08 - target 8: x: 0, y: 0

2024-03-11 16:09:08 - target 9: x: 0, y: 0

2024-03-11 16:09:08 - drone x: 10, y: 10

2024-03-11 16:09:08 - Height x: 38, width y: 136

2024-03-11 16:09:08 - world loop 248

2024-03-11 16:09:09 - target 1: x: 0, y: 0

2024-03-11 16:09:09 - target 2: x: 0, y: 0

2024-03-11 16:09:09 - target 3: x: 0, y: 0

2024-03-11 16:09:09 - target 4: x: 0, y: 0

2024-03-11 16:09:09 - target 5: x: 0, y: 0

2024-03-11 16:09:09 - target 6: x: 0, y: 0

2024-03-11 16:09:09 - target 7: x: 0, y: 0

2024-03-11 16:09:09 - target 8: x: 0, y: 0

2024-03-11 16:09:09 - target 9: x: 0, y: 0

2024-03-11 16:09:09 - drone x: 10, y: 10

2024-03-11 16:09:09 - Height x: 38, width y: 137

2024-03-11 16:09:09 - world loop 248

2024-03-11 16:09:09 - target 1: x: 0, y: 0

2024-03-11 16:09:09 - target 2: x: 0, y: 0

2024-03-11 16:09:09 - target 3: x: 0, y: 0

2024-03-11 16:09:09 - target 4: x: 0, y: 0

2024-03-11 16:09:09 - target 5: x: 0, y: 0

2024-03-11 16:09:09 - target 6: x: 0, y: 0

2024-03-11 16:09:09 - target 7: x: 0, y: 0

2024-03-11 16:09:09 - target 8: x: 0, y: 0

2024-03-11 16:09:09 - target 9: x: 0, y: 0

2024-03-11 16:09:09 - drone x: 10, y: 10

2024-03-11 16:09:09 - Height x: 38, width y: 139

2024-03-11 16:09:09 - world loop 248

2024-03-11 16:09:10 - target 1: x: 0, y: 0

2024-03-11 16:09:10 - target 2: x: 0, y: 0

2024-03-11 16:09:10 - target 3: x: 0, y: 0

2024-03-11 16:09:10 - target 4: x: 0, y: 0

2024-03-11 16:09:10 - target 5: x: 0, y: 0

2024-03-11 16:09:10 - target 6: x: 0, y: 0

2024-03-11 16:09:10 - target 7: x: 0, y: 0

2024-03-11 16:09:10 - target 8: x: 0, y: 0

2024-03-11 16:09:10 - target 9: x: 0, y: 0

2024-03-11 16:09:10 - drone x: 10, y: 10

2024-03-11 16:09:10 - Height x: 38, width y: 141

2024-03-11 16:09:10 - world loop 248

2024-03-11 16:09:10 - target 1: x: 0, y: 0

2024-03-11 16:09:10 - target 2: x: 0, y: 0

2024-03-11 16:09:10 - target 3: x: 0, y: 0

2024-03-11 16:09:10 - target 4: x: 0, y: 0

2024-03-11 16:09:10 - target 5: x: 0, y: 0

2024-03-11 16:09:10 - target 6: x: 0, y: 0

2024-03-11 16:09:10 - target 7: x: 0, y: 0

2024-03-11 16:09:10 - target 8: x: 0, y: 0

2024-03-11 16:09:10 - target 9: x: 0, y: 0

2024-03-11 16:09:10 - drone x: 10, y: 10

2024-03-11 16:09:10 - Height x: 38, width y: 142

2024-03-11 16:09:10 - world loop 248

2024-03-11 16:09:11 - target 1: x: 0, y: 0

2024-03-11 16:09:11 - target 2: x: 0, y: 0

2024-03-11 16:09:11 - target 3: x: 0, y: 0

2024-03-11 16:09:11 - target 4: x: 0, y: 0

2024-03-11 16:09:11 - target 5: x: 0, y: 0

2024-03-11 16:09:11 - target 6: x: 0, y: 0

2024-03-11 16:09:11 - target 7: x: 0, y: 0

2024-03-11 16:09:11 - target 8: x: 0, y: 0

2024-03-11 16:09:11 - target 9: x: 0, y: 0

2024-03-11 16:09:11 - drone x: 10, y: 10

2024-03-11 16:09:11 - Height x: 38, width y: 145

2024-03-11 16:09:11 - world loop 248

2024-03-11 16:09:11 - target 1: x: 0, y: 0

2024-03-11 16:09:11 - target 2: x: 0, y: 0

2024-03-11 16:09:11 - target 3: x: 0, y: 0

2024-03-11 16:09:11 - target 4: x: 0, y: 0

2024-03-11 16:09:11 - target 5: x: 0, y: 0

2024-03-11 16:09:11 - target 6: x: 0, y: 0

2024-03-11 16:09:11 - target 7: x: 0, y: 0

2024-03-11 16:09:11 - target 8: x: 0, y: 0

2024-03-11 16:09:11 - target 9: x: 0, y: 0

2024-03-11 16:09:11 - drone x: 10, y: 10

2024-03-11 16:09:11 - Height x: 38, width y: 146

2024-03-11 16:09:11 - world loop 248

2024-03-11 16:09:11 - target 1: x: 0, y: 0

2024-03-11 16:09:11 - target 2: x: 0, y: 0

2024-03-11 16:09:11 - target 3: x: 0, y: 0

2024-03-11 16:09:11 - target 4: x: 0, y: 0

2024-03-11 16:09:11 - target 5: x: 0, y: 0

2024-03-11 16:09:11 - target 6: x: 0, y: 0

2024-03-11 16:09:11 - target 7: x: 0, y: 0

2024-03-11 16:09:11 - target 8: x: 0, y: 0

2024-03-11 16:09:11 - target 9: x: 0, y: 0

2024-03-11 16:09:11 - drone x: 10, y: 10

2024-03-11 16:09:11 - Height x: 38, width y: 148

2024-03-11 16:09:11 - world loop 248

2024-03-11 16:09:12 - target 1: x: 0, y: 0

2024-03-11 16:09:12 - target 2: x: 0, y: 0

2024-03-11 16:09:12 - target 3: x: 0, y: 0

2024-03-11 16:09:12 - target 4: x: 0, y: 0

2024-03-11 16:09:12 - target 5: x: 0, y: 0

2024-03-11 16:09:12 - target 6: x: 0, y: 0

2024-03-11 16:09:12 - target 7: x: 0, y: 0

2024-03-11 16:09:12 - target 8: x: 0, y: 0

2024-03-11 16:09:12 - target 9: x: 0, y: 0

2024-03-11 16:09:12 - drone x: 10, y: 10

2024-03-11 16:09:12 - Height x: 38, width y: 151

2024-03-11 16:09:12 - world loop 248

2024-03-11 16:09:15 - target 1: x: 0, y: 0

2024-03-11 16:09:15 - target 2: x: 0, y: 0

2024-03-11 16:09:15 - target 3: x: 0, y: 0

2024-03-11 16:09:15 - target 4: x: 0, y: 0

2024-03-11 16:09:15 - target 5: x: 0, y: 0

2024-03-11 16:09:15 - target 6: x: 0, y: 0

2024-03-11 16:09:15 - target 7: x: 0, y: 0

2024-03-11 16:09:15 - target 8: x: 0, y: 0

2024-03-11 16:09:15 - target 9: x: 0, y: 0

2024-03-11 16:09:15 - drone x: 10, y: 10

2024-03-11 16:09:15 - Height x: 38, width y: 151

2024-03-11 16:09:15 - world loop 248

2024-03-11 16:09:17 - target 1: x: 0, y: 0

2024-03-11 16:09:17 - target 2: x: 0, y: 0

2024-03-11 16:09:17 - target 3: x: 0, y: 0

2024-03-11 16:09:17 - target 4: x: 0, y: 0

2024-03-11 16:09:17 - target 5: x: 0, y: 0

2024-03-11 16:09:17 - target 6: x: 0, y: 0

2024-03-11 16:09:17 - target 7: x: 0, y: 0

2024-03-11 16:09:17 - target 8: x: 0, y: 0

2024-03-11 16:09:17 - target 9: x: 0, y: 0

2024-03-11 16:09:17 - drone x: 10, y: 10

2024-03-11 16:09:17 - Height x: 38, width y: 151

2024-03-11 16:09:17 - world loop 248

2024-03-11 16:09:18 - target 1: x: 0, y: 0

2024-03-11 16:09:18 - target 2: x: 0, y: 0

2024-03-11 16:09:18 - target 3: x: 0, y: 0

2024-03-11 16:09:18 - target 4: x: 0, y: 0

2024-03-11 16:09:18 - target 5: x: 0, y: 0

2024-03-11 16:09:18 - target 6: x: 0, y: 0

2024-03-11 16:09:18 - target 7: x: 0, y: 0

2024-03-11 16:09:18 - target 8: x: 0, y: 0

2024-03-11 16:09:18 - target 9: x: 0, y: 0

2024-03-11 16:09:18 - drone x: 10, y: 10

2024-03-11 16:09:18 - Height x: 38, width y: 151

2024-03-11 16:09:18 - world loop 248

2024-03-11 16:09:19 - target 1: x: 0, y: 0

2024-03-11 16:09:19 - target 2: x: 0, y: 0

2024-03-11 16:09:19 - target 3: x: 0, y: 0

2024-03-11 16:09:19 - target 4: x: 0, y: 0

2024-03-11 16:09:19 - target 5: x: 0, y: 0

2024-03-11 16:09:19 - target 6: x: 0, y: 0

2024-03-11 16:09:19 - target 7: x: 0, y: 0

2024-03-11 16:09:19 - target 8: x: 0, y: 0

2024-03-11 16:09:19 - target 9: x: 0, y: 0

2024-03-11 16:09:19 - drone x: 10, y: 10

2024-03-11 16:09:19 - Height x: 38, width y: 151

2024-03-11 16:09:19 - world loop 248

2024-03-11 16:09:20 - target 1: x: 0, y: 0

2024-03-11 16:09:20 - target 2: x: 0, y: 0

2024-03-11 16:09:20 - target 3: x: 0, y: 0

2024-03-11 16:09:20 - target 4: x: 0, y: 0

2024-03-11 16:09:20 - target 5: x: 0, y: 0

2024-03-11 16:09:20 - target 6: x: 0, y: 0

2024-03-11 16:09:20 - target 7: x: 0, y: 0

2024-03-11 16:09:20 - target 8: x: 0, y: 0

2024-03-11 16:09:20 - target 9: x: 0, y: 0

2024-03-11 16:09:20 - drone x: 10, y: 10

2024-03-11 16:09:20 - Height x: 38, width y: 151

2024-03-11 16:09:20 - world loop 248

2024-03-11 16:09:21 - target 1: x: 0, y: 0

2024-03-11 16:09:21 - target 2: x: 0, y: 0

2024-03-11 16:09:21 - target 3: x: 0, y: 0

2024-03-11 16:09:21 - target 4: x: 0, y: 0

2024-03-11 16:09:21 - target 5: x: 0, y: 0

2024-03-11 16:09:21 - target 6: x: 0, y: 0

2024-03-11 16:09:21 - target 7: x: 0, y: 0

2024-03-11 16:09:21 - target 8: x: 0, y: 0

2024-03-11 16:09:21 - target 9: x: 0, y: 0

2024-03-11 16:09:21 - drone x: 10, y: 10

2024-03-11 16:09:21 - Height x: 38, width y: 151

2024-03-11 16:09:21 - world loop 248

2024-03-11 16:09:22 - target 1: x: 0, y: 0

2024-03-11 16:09:22 - target 2: x: 0, y: 0

